ham,Wa... U so efficient... Gee... Thanx...
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,s e best choice den we juz have to take it...
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
ham,s shop ?
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,Hey... What time is your driving on fri? We go for evaluation on fri?
ham,m going to be late leh.
ham,Hey are we going for the lo lesson or gym?
ham,Okay... We wait ah
ham,Hey come online! Use msn... We are all there
ham,Oh yah... We never cancel leh... Haha
ham,K. Did you call me just now ah?
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,You want to go?
ham,Kay... Since we are out already
ham,Haha okay... Today weekend leh...
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,Hey... Why dont we just go watch x men and have lunch... Haha
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
ham,m only reaching tp mrt
ham,m goin to be late
ham,Ya! when are ü taking ure practical lessons? I start in june..
ham,Hey... Very inconvenient for your sis a not huh?
ham,m at amk. Need to drink tea or coffee
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
ham,s on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =)
ham,Haha... Hope ü can hear the receipt sound... Gd luck!
ham,Huh? 6 also cannot? Then only how many mistakes?
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
ham,Ok no prob
ham,Nope i waiting in sch 4 daddy...
ham,Dunno lei he neva say...
ham,Ü called dad oredi...
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
ham,Dad went out oredi...
ham,Ü still attending da talks?
ham,Then she buying today? Ü no need to c meh...
ham,m free...
ham,Nope... C ü then...
ham,Is fujitsu s series lifebook good?
ham,Is toshiba portege m100 gd?
ham,Yun buying... But school got offer 2000 plus only...
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,Okie... Thanx...
ham,How come i din c ü... Yup i cut my hair...
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,s naughty... Ü so free today? Can go jogging...
ham,Ok... C ya...
ham,m not drivin... I neva develop da photos lei...
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham,645
ham,Ü dun need to pick ur gf?
ham,Okie...
ham,m at home n ready...
ham,Ok...
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
ham,Dun need to use dial up juz open da browser n surf...
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
ham,Can a not?
ham,Juz go google n search 4 qet...
ham,s hostel?
ham,Ok...
ham,Huh means computational science... Y they like dat one push here n there...
ham,I not at home now lei...
ham,Eatin my lunch...
ham,Ü takin linear algebra today?
ham,Ü bot notes oredi... Cos i juz rem i got...
ham,Wah lucky man... Then can save money... Hee...
ham,Y so late but i need to go n get da laptop...
ham,Where to get those?
ham,Then cant get da laptop? My matric card wif ü lei...
ham,I dunno they close oredi not... Ü v ma fan...
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...
ham,Ü comin to fetch us oredi...
ham,Got smaller capacity one? Quite ex...
ham,Ok thanx...
ham,Wat ü doing now?
ham,Got meh... When?
ham,m not at home in da aft wat...
ham,Mum ask ü to buy food home...
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
ham,s my group mate... Lucky i havent reply... Wat time do ü need to leave...
ham,m askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
ham,Yup...
ham,m stuck in da middle of da row on da right hand side of da lt...
ham,Black shirt n blue jeans... I thk i c ü...
ham,Not directly behind... Abt 4 rows behind ü...
ham,Ü go home liao? Ask dad to pick me up at 6...
ham,m done oredi...
ham,I wait 4 ü inside da car park...
ham,Yup... How ü noe leh...
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...
ham,When ü login dat time... Dad fetching ü home now?
ham,I come n pick ü up... Come out immediately aft ur lesson...
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,Ü ready then call me...
ham,Ü still got lessons?  Ü in sch?
ham,Shall i get my pouch?
ham,m on da bus going home...
ham,m walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?
ham,ll take forever to come back...
ham,R ü comin back for dinner?
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,Y bishan lei... I tot ü say lavender?
ham,Free any day but i finish at 6 on mon n thurs...
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
ham,But we havent got da topic yet rite?
ham,So can collect ur laptop?
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
ham,So ü pay first lar... Then when is da stock comin...
ham,s ur pin?
ham,Ü collecting ur laptop then going to configure da settings izzit?
ham,Cos daddy arranging time c wat time fetch ü mah...
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
ham,m wearing shorts...
ham,Huh y lei...
ham,m eatin wif my frens now lei... Ü going home first?
ham,Havent still waitin as usual... Ü come back sch oredi?
ham,No break time one... How... I come out n get my stuff fr ü?
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
ham,I dunno lei... Like dun haf...
ham,s present ar.
ham,Havent shopping now lor i juz arrive only
ham,Beauty sleep can help ur pimples too.
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham,s repent how?
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,Y ü wan to go there? C doctor?
ham,m wif him now buying tix lar...
ham,How much r ü willing to pay?
ham,m selling it for $50...
ham,s at home...
ham,Ok... Thanx... Gd nite 2 ü too...
ham,Wat uniform? In where get?
ham,ve finished c ü there...
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
ham,re done...
ham,Anything lar...
ham,Go where n buy? Juz buy when we get there lar.
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,Do u noe how 2 send files between 2 computers?
ham,I gotta collect da car at 6 lei.
ham,2 laptop... I noe infra but too slow lar... I wan fast one
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,Wat time ü wan today?
ham,Aiya we discuss later lar... Pick ü up at 4 is it?
ham,m in a movie... Collect car oredi...
ham,I anything lor...
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
ham,Ok lor wat time ü finish?
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
ham,Ü v ma fan...
ham,Ü come lt 25 n pass to me lar
ham,Y lei?
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
ham,Auntie huai juan never pick up her phone
ham,I not free today i haf 2 pick my parents up tonite...
ham,Ok..
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
ham,How come?
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
ham,Oh ok wait 4 me there... My lect havent finish
ham,m done...
ham,In da car park
ham,s sdryb8i
ham,Ü thk of wat to eat tonight.
ham,Aiyo please ü got time meh.
ham,m free...
ham,Ok.
ham,Anything lor. Juz both of us lor.
ham,Ok c ü then.
ham,ll be late...
ham,Kent vale lor... Ü wait 4 me there ar?
ham,Ard 530 lor. I ok then message ü lor.
ham,m done. C ü there.
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,Ü wait 4 me in sch i finish ard 5..
ham,Ok can...
ham,Ü dun wan to watch infernal affair?
ham,Cos darren say ü considering mah so i ask ü...
ham,s confirmed... I tot they juz say oni... Ok then...
ham,Me n him so funny...
ham,Anything lor is she coming?
ham,m in town now lei.
ham,With my sis lor... We juz watched italian job.
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
ham,s ok.
ham,Can ü all decide faster cos my sis going home liao..
ham,Yup ü not comin :-(
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
ham,I jokin oni lar.. Ü busy then i wun disturb ü.
ham,Ok lor...
ham,m in a movie. Call me 4 wat?
ham,s meeting?
ham,Do ü noe if ben is going?
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,s ok..
ham,s da decision?
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
ham,Ok i juz receive..
ham,I borrow ur bag ok.
ham,Can. Dunno wat to get 4 her...
ham,Ok. But i finish at 6.
ham,ll b going out shopping 4 my frens present.
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
ham,ll finish buying?
ham,Ok... But bag again..
ham,s yijue@hotmail.com
ham,ll be in da lab doing some stuff give me a call when ü r done.
ham,Anything lar then ü not going home 4 dinner?
ham,When can ü come out?
ham,I havent lei.. Next mon can?
ham,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?"
ham,s da one ü cut ur hair.
ham,s at paragon... I havent decided whether 2 cut yet... Hee...
ham,Ok lor but not too early. Me still having project meeting now.
ham,Ard 6 like dat lor.
ham,I not busy juz dun wan 2 go so early.. Hee..
ham,m not driving today.
ham,Doing project w frens lor.
ham,m not coming home 4 dinner.
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
ham,Ok lor ü reaching then message me.
ham,Happy birthday... May all ur dreams come true...
ham,s a card on da present lei... How? Ü all want 2 write smth or sign on it?
ham,Ü give me some time to walk there.
ham,Ü all write or wat..
ham,Then ü come n pick me at 530 ar?
ham,Thanx 4 sending me home...
ham,Is ur lecture over?
ham,Sorry me going home first... Daddy come fetch ü later...
ham,Okie.. Thanx..
ham,Will ü b going to esplanade fr home?
ham,We confirm eating at esplanade?
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
ham,Ü got wat to buy tell us then ü no need to come in again.
ham,s da model num of ur phone?
ham,Hmm thinking lor...
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,No need to buy lunch for me.. I eat maggi mee..
ham,I know she called me
ham,s da rest of da project going?
ham,m doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
ham,s y we haf to combine n c how lor...
ham,ll b doing da contents pg n cover pg..
ham,m going out 4 dinner soon..
ham,s ur email?
ham,ve sent ü my part..
ham,I emailed yifeng my part oredi.. Can ü get it fr him..
ham,No need to ke qi... Ü too bored izzit y suddenly thk of this...
ham,TaKe CaRE n gET WeLL sOOn
ham,Ü no home work to do meh...
ham,Huh so late... Fr dinner?
ham,m elaborating on the safety aspects and some other issues..
ham,Oic... Then better quickly go bathe n settle down...
ham,m hungry buy smth home...
ham,But i juz remembered i gotta bathe my dog today..
ham,Ok lor thanx... Ü in school?
ham,Ok thanx... Take care then...
ham,Oops i thk i dun haf enuff... I go check then tell ü..
ham,Ü only send me the contents page...
ham,Wat time ü finish?
ham,But i haf enuff space got like 4 mb...
ham,Where r e meeting tmr?
ham,Oh ok no prob..
ham,Huh i cant thk of more oredi how many pages do we have?
ham,Can ü send me a copy of da report?
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
ham,How abt making some of the pics bigger?
ham,ll come online now..
ham,How r ü going to send it to me?
ham,s clearer..
ham,I havent add ü yet right..
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..
ham,ve finished the formatting...
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
ham,Ok.. Ü finishing soon?
ham,ll be submitting da project tmr rite?
ham,Ok lor... But buy wat?
ham,Or ü go buy wif him then i meet ü later can?
ham,Huh so early.. Then ü having dinner outside izzit?
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,ll go.
ham,ll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,Yar but they say got some error.
ham,If u dun drive then how i go 2 sch.
ham,Yup
ham,Anything...
ham,Then u drive lor.
ham,Ok
ham,"Wat time liao, where still got."
ham,Gd luck 4 ur exams :-)
ham,Is ur paper today in e morn or aft?
ham,ll b going 2 sch later.
ham,Oh ok..
ham,In sch but neva mind u eat 1st lor..
ham,Call me when u finish then i come n pick u.
ham,Hui xin is in da lib.
ham,Okie...
ham,m in da canteen now.
ham,Haf u found him? I feel so stupid da v cam was working.
ham,Where r we meeting?
ham,I went to ur hon lab but no one is there.
ham,ve reached sch already...
ham,Can u look 4 me in da lib i got stuff havent finish yet.
ham,ve already made changes 2 da previous report.
ham,s over.. Dun thk abt it already. Concentrate on ur other papers k.
ham,Din i tell u jus now 420
ham,I fetch yun or u fetch?
ham,All e best 4 ur exam later.
ham,s v nice...
ham,m coming home now.
ham,Who u talking about?
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,m in e lazy mode today.
ham,ve reached already.
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,Ok
ham,ve sent u da latest version of da project.
ham,Mine here like all fr china then so noisy.
ham,Here got lots of hair dresser fr china.
ham,All e best 4 ur driving tmr :-)
ham,s cutting quite short 4 me leh.
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham,Thanx...
ham,Shant disturb u anymore... Jia you...
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham,ll b going 2 sch on mon. My sis need 2 take smth.
ham,m not going liao. Too lazy. Dun wan 2 distract u also.
ham,s quite sad.
ham,I might go 2 sch. Yar at e salon now v boring.
ham,Is ur paper in e morn or aft tmr?
ham,Nothing. Can...
ham,Shb b ok lor... Thanx...
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,Wif my family booking tour package.
ham,s ur paper?
ham,re rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
ham,My phone
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,ll go out w u all lor. N u still can act so real.
ham,s bad dat all e gals know u... Wat u doing now?
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,Aiyar sorry lor forgot 2 tell u...
ham,m meeting Darren...
ham,U coming 2 pick me?
ham,Can do lor...
ham,s ok lar. U sleep early too... Nite...
ham,Nvm take ur time.
ham,Okie
ham,s ok. Going 2 rain leh where got gd.
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,Dunno he jus say go lido. Same time 930.
ham,U know we watchin at lido?
ham,Wat time do u wan 2 meet me later?
ham,Now got tv 2 watch meh? U no work today?
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,"Doing nothing, then u not having dinner w us?"
ham,Ok...
ham,Ok i also wan 2 watch e 9 pm show...
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,Quite late lar... Ard 12 anyway i wun b drivin...
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,Ok...
ham,Then ur sis how?
ham,Ard 515 like dat. Y?
ham,s e road name of ur house?
ham,Ok lor...
ham,"I wake up long ago already... Dunno, what other thing?"
ham,We r outside already.
ham,Ok...
ham,Ok lor...
ham,m coming home 4 dinner.
ham,Sorry i din lock my keypad.
ham,Wat would u like 4 ur birthday?
ham,m leaving my house now...
ham,Ok i msg u b4 i leave my house.
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,Yar... I tot u knew dis would happen long ago already.
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
ham,Quite lor. But dun tell him wait he get complacent...
ham,I dun believe u. I thk u told him.
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,Then she dun believe wat?
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,s true already. I thk she muz c us tog then she believe.
ham,s wat he told me. Ok lor...
ham,Orh i tot u say she now still dun believe.
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham,Watching tv lor. Nice one then i like lor.
ham,Then i buy.
ham,U buy newspapers already?
ham,No objection. My bf not coming.
ham,Anything lor if they all go then i go lor...
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
ham,Enjoy urself tmr...
ham,Wat r u doing?
ham,s a swatch watch...
ham,s jus rite...
ham,Ha... U jus ate honey ar? So sweet...
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,s impossible between us?
ham,Okie...
ham,Hey happy birthday...
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,m not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,U still havent got urself a jacket ah?
ham,How come u got nothing to do?
ham,ll feel guilty...
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,Ok lar... Joking wif u oni...
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,Yup having my lunch buffet now.. U eat already?
ham,s quite nice.
ham,ll haf more time 2 meet up cya...
ham,Ok...
ham,m home...
ham,Okie
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
ham,m picking her up at ard 4 smth lor..
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,s going 2 rain soon.
ham,ll b bathing my dog later.
ham,U too...
ham,Ok. C u then.
ham,Yup song bro. No creative. Neva test quality. He said check review online.
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,We left already we at orchard now.
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham,U in town alone?
ham,Anytime...
ham,Ok... Sweet dreams...
ham,Jus came back fr lunch wif my sis only. U leh?
ham,In e msg jus now. U said thanks for gift.
ham,re welcome... Caught u using broken english again...
ham,Yup bathe liao...
ham,m home.
ham,Ok... U enjoy ur shows...
ham,s e gals who r laughing at me lor...
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,m going home now then go pump petrol lor... Like going 2 rain soon...
ham,ll prob b home early...
ham,Dunno y u ask me.
ham,ve reached home n i bathe liao... U can call me now...
ham,ll give me a lift...
ham,Ok...
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,m meeting my fren at 730.
ham,m going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,m ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,U dun say so early hor... U c already then say...
ham,s styling my hair now.
ham,m really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
ham,m thinking of u... So wat r u doing?
ham,Ok lor. Msg me b4 u call.
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham,ll jus take mrt down later.
ham,What time is ur flight tmr?
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,"U so lousy, run already come back then half dead... Hee..."
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham,Finish liao... U?
